24,0,54,50,1555.034,77.465,48.567,7.133,17.269,13.387,1.48602794411178,128.887775551102,0
25,0,47,60,1550.731,837.565,90.68,345.626,9.055,53.393,7.69860279441118,494.982965931864,0
26,0,34,57,1845.589,416.116,91.09,6.203,17.667,19.82,10.501996007984,406.425851703407,0
27,0,14,56,1033.626,98.131,17.461,4.804,10.532,2.982,1.57185628742515,104.326653306613,0
28,0,17,30,203.476,39.744,3.874,1.052,13.769,4.798,1.41117764471058,94.1973947895792,0
29,0,16,16,1071.978,437.587,39.183,41.5,9.635,18.376,3.48403193612774,390.556112224449,0
30,0,41,27,1040.703,88.268,50.293,16.428,37.865,12.936,6.94311377245509,81.2855711422846,0
31,0,50,34,822.454,77.754,16.629,4.133,3.256,3.552,1.20359281437126,23.2054108216433,0
32,0,37,51,491.766,138.235,41.702,12.638,18.544,13.148,7.27844311377245,373.602204408818,0
33,0,54,51,243.225,99.464,15.582,3.94,3.612,8.373,2.36726546906188,81.7374749498998,0
34,0,50,29,525.899,94.824,4.118,6.734,8.231,6.162,1.86427145708583,72.1332665330661,0
35,0,80,26,598.984,205.04,26.404,29.596,38.26,31.117,17.2425149700599,273.754509018036,0
36,0,96,23,84.236,24.032,3.648,4.016,0.836,5.691,2.21057884231537,80.560120240481,0
37,0,100,17,1633.919,120.731,12.711,7.387,13.128,15.569,3.26147704590818,73.7905811623247,0
38,0,100,43,699.151,247.765,85.098,112.346,41.421,26.589,12.6776447105788,250.763527054108,0
39,0,84,37,1271.311,327.548,14.211,29.266,28.229,27.924,11.7964071856287,259.287575150301,0
40,0,84,40,34.795,23.79,5.371,9.031,9.564,16.421,10.2085828343313,235.303607214429,0
41,0,60,51,1772.974,237.919,46.371,45.757,15.006,15.824,9.85928143712575,246.482965931864,0
42,0,67,43,672.856,41.827,12.587,6.988,5.859,9.909,2.91317365269461,74.0851703406814,0
43,0,63,60,513.902,118.892,45.694,19.727,16.377,18.378,9.77445109780439,217.780561122244,0
44,0,27,47,395.561,402.801,27.702,22.113,29.229,18.021,7.44710578842315,231.951903807615,0
45,0,35,41,1280.67,119.805,19.12,11.28,10.47,11.311,15.6676646706587,207.50501002004,0
46,0,27,30,1134.708,174.121,10.327,21.544,30.619,20.425,11.1706586826347,207.248496993988,0
47,0,16,20,148.352,41.389,1.162,6.78,3.934,2.13,1.86327345309381,48.6753507014028,0
48,0,43,35,667.077,38.539,13.562,16.86,25.991,19.674,10.4251497005988,184.686372745491,0
49,0,48,24,31.121,36.045,1.731,3.129,5.497,3.857,1.06187624750499,46.874749498998,0
50,0,60,24,328.633,50.974,4.042,7.758,16.792,14.181,9.60778443113773,210.198396793587,0
51,0,81,10,63.915,106.171,1.013,5.957,16.53,23.326,16.7175648702595,210.827655310621,0
52,0,69,24,303.535,45.611,39.889,27.029,2.659,14.267,9.30439121756487,190.77755511022,0
53,0,80,37,110.73,11.382,2.526,1.658,2.599,3.378,1.94211576846307,44.0781563126253,0
54,0,80,48,440.807,64.721,16.875,8.447,12.233,17.284,7.40918163672655,174.677354709419,0
55,0,83,63,433.45,66.944,11.01,7.29,13.687,21.345,14.3812375249501,171.485971943888,0
56,0,88,43,487.528,155.61,21.471,20.3,19.087,32.914,20.6586826347305,170.568136272545,0
57,0,90,37,119.18,11.554,0.708,1.659,0.817,3.413,0.473053892215569,9.67334669338677,0
